headline,date,time,description
Ministers join forces to tackle tax evasion,"April 17, 2013",7:13 pm CET,"Sensing an opportunity to win back some popular support amid discontent over the impact that their austerity policies are having on ordinary citizens, six finance ministers attempted …"
Osborne under pressure over islands’ tax status,"April 17, 2013",7:12 pm CET,"As the European Union moves towards greater banking transparency, pressure is already growing on the United Kingdom to take action against some of its territories around the …"
Van Rompuy puts tax evasion on summit agenda,"April 17, 2013",7:11 pm CET,"Herman Van Rompuy, the president of the European Council, hopes that by placing the issue of tax evasion on the agenda of the next leaders’ summit, he …"
Fekter defiant over bank rules,"April 17, 2013",7:10 pm CET,Luxembourg’s decision to sign up to the automatic exchange of savings information leaves Austria isolated as the only country holding out against a European Union-wide agreement. Maria …
Extra time to pay back bail-out loans,"April 17, 2013",6:13 pm CET,The European Union’s 27 finance ministers have agreed to give Ireland and Portugal an extra seven years to pay back loans granted to them as part of …
Troika says Greek reforms ‘on track’,"April 17, 2013",6:11 pm CET,Greece is line for a €2.8 billion instalment of its bail-out loan after satisfying its international lenders that it is doing enough to reduce the size of …
Hopes fade of more money for Cyprus,"April 17, 2013",6:10 pm CET,The European Commission has given Cyprus little hope of receiving significant additional funds from the European Union’s central budget to help it deal with its economic problems. …
Europe’s procrustean nightmare,"April 15, 2013",11:00 am CET,A one-size-fits-all policy is folly for the eurozone; a ‘northern euro’ needs to emerge.
Tax evasion fight dominates finance ministers’ meeting,"April 13, 2013",9:11 am CET,"Austria, the only EU member state refusing to sign up to transparency rules, points finger at the UK."
Ireland and Portugal given extra time to pay back bail-out loans,"April 12, 2013",4:03 pm CET,Finance ministers take decision to extend maturities by an average of seven years.
EU leaders to discuss tax evasion,"April 12, 2013",10:49 am CET,Herman Van Rompuy puts the issue on agenda of next month’s European Council.
"No more aid for Cyprus, finance ministers say","April 12, 2013",10:10 am CET,Eurozone gives provisional backing to easier bail-out loan terms for Ireland and Portugal.
Few reasons to be cheerful,"April 10, 2013",9:40 pm CET,Recent events have made it more difficult to be optimistic about the future of the European Union
The meaning of Cyprus,"April 10, 2013",9:40 pm CET,One of the most important lessons for the EU is that banks can be allowed to become insolvent
Slovenia next in line for a bail-out?,"April 10, 2013",7:10 pm CET,"Slovenia is “facing a severe banking crisis”, the Organisation for Economic Co-operation and Development (OECD) said in a report on Tuesday (9 April) and could become the …"
MEPs demand answers from Dijsselbloem,"April 10, 2013",7:08 pm CET,"Jeroen Dijsselbloem, who leads meetings of eurozone finance ministers, has been asked to explain himself over the handling of the Cyprus bail-out by the European Parliament’s economic …"
Italian payments,"April 10, 2013",7:07 pm CET,"Mario Monti’s plan to pay €40 billion in arrears owed to the private sector, approved by the country’s caretaker government on Saturday (6 April), was welcomed by …"
Ministers to discuss growth and stability,"April 10, 2013",7:06 pm CET,The European Union’s 27 finance ministers will discuss extending the maturities on bail-out loans to Portugal and Ireland when they meet in Dublin tomorrow and Saturday (12-13 …
Slovenia needs ‘urgent measures’ to prevent financial crisis,"April 9, 2013",10:51 am CET,European Commission president José Manuel Barroso holds talks with Slovenian prime minister as OECD warns of a “severe banking crisis”.
Portugal looks for bail-out help,"April 8, 2013",10:59 am CET,
Cyprus to get €1bn from IMF following restructuring deal,"April 3, 2013",11:02 pm CET,
Commission requests €11bn budget top-up,"April 3, 2013",10:58 pm CET,
The poor relations,"April 3, 2013",8:50 pm CET,
Disrespect for social rights is a worrying European trend,"April 3, 2013",8:45 pm CET,
In Germany’s shadow,"April 3, 2013",8:30 pm CET,
Wriggling in the straitjackets,"April 3, 2013",8:25 pm CET,A brief history of democratic capitalism draws some very worrying conclusions
Positive sign,"April 3, 2013",8:15 pm CET,Milos Zeman signs a ratification of a change to the Lisbon treaty in support of a fund to assist eurozone members that run into difficulties. Despite the …
"Love the bank, hate the banker","March 29, 2013",3:00 am CET,The shrillness of the debate about banks misses a lesson a thousand years old.
Commission demands €11-billion budget top-up,"March 27, 2013",8:31 am CET,Member states asked to provide extra funds to cover expenditure carried over from 2012.
Cyprus deal points way to future bank rescues,"March 27, 2013",12:05 am CET,EU is on course towards legislation that could systematically penalise depositors.Depositors in the firing lineA wake-up call for the eurozone
Depositors in the firing line,"March 26, 2013",8:30 pm CET,Ordinary citizens forced to accept losses.
Cypriot MPs back bank restructuring,"March 22, 2013",5:23 pm CET,MPs support creation of national solidarity fund.
Cyprus on the edge,"March 21, 2013",12:05 am CET,Cyprus’s president seeks an alternative to the plan agreed with the eurozone’s finance ministers.Gambling with the eurozone’s future‘Sold down the river’Timeline of a crisis
€11bn extra funding needed to cover 2012 payment claims,"March 20, 2013",10:35 pm CET,The European Commission is preparing to request some €11 billion in extra funding from the member states to cover payment claims made last year but so far unpaid because they exceeded the 2012 budget.
Cyprus bail-out is an exercise in improvisation,"March 20, 2013",10:30 pm CET,The eurozone’s decisions are not being made according to firm principles and well-grounded rules.
What lies behind the Cypriot bail-out?,"March 20, 2013",10:25 pm CET,Cyprus is being robbed twice over
Security guard,"March 20, 2013",10:15 pm CET,"The European Union’s chief financial-markets regulator, Steven Maijoor."
"Life, liberty and the pursuit of oil","March 20, 2013",9:55 pm CET,The United States is shedding its troublesome dependence on imports of foreign energy at an accelerating pace. The consequences will transform the role that the US plays in the world.
‘Sold down the river’,"March 20, 2013",8:38 pm CET,Anger at bail-out deal for Cyprus.
Timeline of a crisis,"March 20, 2013",8:29 pm CET,"Thursday, 14 March Nicos Anastasiades attends his first European Council in Brussels as president of Cyprus. The meeting is a quiet affair with little indication of the …"
Cypriot parliament rejects bail-out bank tax,"March 19, 2013",4:05 pm CET,Country’s president to meet political leaders on Wednesday morning to discuss way forward.
MEPs delay approval of environment agency spending,"March 19, 2013",11:00 am CET,Copenhagen-based agency in the spotlight as budgetary control committee seeks clarification on 2011 finances.
EU reaches deal on banking supervision,"March 19, 2013",9:41 am CET,Member states and MEPs agree on specifics of ECB oversight of eurozone banks.
Finance ministers refuse to ease pressure on Cyprus,"March 18, 2013",6:09 pm CET,Eurogroup says that the country is to soften the blow for people with smaller bank deposits – but insists eurozone will offer no extra cash.
Finance ministers to discuss revisions to Cyprus bail-out deal,"March 18, 2013",10:52 am CET,Eurogroup to hold video conference call to iron out any amendments before the deal is put to a vote in the Cypriot parliament.
Cyprus gets €10 billion bail-out,"March 15, 2013",10:24 pm CET,Finance ministers agree assistance package after marathon talks.
Bail-out agreement for Cyprus is within reach,"March 14, 2013",12:03 am CET,Finance ministers to meet after EU summit.
MEPs reject long-term budget deal,"March 13, 2013",11:58 pm CET,Parliament says four demands must be met.
Member states split over fiscal discipline,"March 13, 2013",11:55 pm CET,Leaders split over scale of austerity measures.
Osborne’s big gamble,"March 13, 2013",10:10 pm CET,
MEPs reject long-term budget,"March 13, 2013",6:55 am CET,
MEPs pick fight over EU’s 2014-20 budget,"March 6, 2013",11:05 pm CET,
EU on verge of a deal on tougher bank rules,"March 6, 2013",11:01 pm CET,
EIB reveals plans to increase lending,"March 6, 2013",9:20 pm CET,
Coming in from the shadows,"March 6, 2013",8:45 pm CET,
The euro’s house divided,"March 6, 2013",8:25 pm CET,"The eurozone’s economy is rebalancing, but whether austerity is sustainable is another matter"
"Agreement at last, but the hard work is far from over","March 6, 2013",7:10 pm CET,"The EU will soon have new banking rules, but the risks remain."
Cyprus bail-out deal ‘this month’,"March 6, 2013",7:09 pm CET,"Officials from the ‘troika’ – the European Commission, European Central Bank and International Monetary Fund – have resumed contact with authorities in Cyprus as eurozone finance ministers …"
Support for changes to bail-out terms,"March 6, 2013",7:07 pm CET,"The European Union’s finance ministers are considering giving Ireland and Portugal more time to pay back their bail-out loans. At their meeting on Tuesday (5 March), ministers …"
