headline,url,description,date,sentiment,sentiment_score
"In 2022, total General Government expenditure increased by €287.7m over 2021",https://maltabusinessweekly.com/in-2022-total-general-government-expenditure-increased-by-e287-7m-over-2021/24863/,"Social protection remained the core function of government expenditure in 2022, representing 25.6% of total General Government expenditure, followed by expenditure on Economic affairs and Health, the NSO said Monday. In 2022, total General Government expenditure increased by €287.7m over 2021...",2024-02-01T11:22:48+00:00,positive,0.8633145093917847
Valletta Cruise Port awarded as Best Port of Call Global,https://maltabusinessweekly.com/valletta-cruise-port-awarded-as-best-port-of-call-global/24880/,"For the second consecutive year, Valletta has been chosen by Spanish-speaking cruisers as the Best Port of Call Global, an honour awarded during Premios Cruceroadicto 2023 held during FITUR Madrid 2024 last week. Mark Cauchi Garzia, deputy GM of Valletta Cruise Port Plc represented the company...",2024-02-01T06:38:00+00:00,positive,0.8791918754577637
Energy Minister launches market consultation on floating solar farms,https://maltabusinessweekly.com/energy-minister-launches-market-consultation-on-floating-solar-farms/24860/,"Minister for the Environment, Energy and the Regeneration of the Grand Harbour Miriam Dalli on Wednesday announced a preliminary market consultation (PMC) to assess the market readiness for nearshore floating solar farms in Maltese territorial waters. The Ministry launched the consultation...",2024-01-31T11:20:00+00:00,neutral,0.6914231777191162
Malta’s population increases by 28% in 10 years – NSO,https://maltabusinessweekly.com/maltas-population-increases-by-28-in-10-years-nso/24816/,"The population of Malta grew from 421,464 in 2012 to 542,051 in 2022. This equates to a 28.6 per cent growth in the population over the period, the NSO said in a statement Friday. Population The resident population of Malta grew from 421,464 in 2012 to 542,051 in 2022. This equates to a 28.6 per...",2024-01-26T10:23:17+00:00,positive,0.5840968489646912
"Completion of Mosta project expected by end of next week, SME Chamber says",https://maltabusinessweekly.com/completion-of-mosta-project-expected-by-end-of-next-week-sme-chamber-says/24819/,"The Malta Chamber of SMEs has been notified that the Mosta project is set to conclude by the end of next week, with the opening of Contituation Street for vehicle access, it said in a statement. ""The SME Chamber has been regularly chasing Authorities on this matter as Mosta's businesses have...",2024-01-26T08:25:00+00:00,neutral,0.741514265537262
"Malta begins its OSCE Chairpersonship, Ian Borg plans to visit Kyiv",https://maltabusinessweekly.com/malta-begins-its-osce-chairpersonship-ian-borg-plans-to-visit-kyiv/24822/,"The OSCE Chair-in-Office, Minister for Foreign and European Affairs and Trade of Malta Ian Borg, presented the country's vision for its 2024 Chairpersonship at the inaugural session of the OSCE Permanent Council on Thursday. ""The trust bestowed upon us by all participating States during these...",2024-01-25T22:28:00+00:00,positive,0.7194097638130188
MACM says European Commission initiative to combat late payments has flaws which need to be addressed,https://maltabusinessweekly.com/macm-says-european-commission-initiative-to-combat-late-payments-has-flaws-which-need-to-be-addressed/24770/,"The Malta Association of Credit Management (MACM) said it supports the European Commission on its initiatives to combat late payments in Europe. Late payments cause cash flow problems leading to bankruptcies, loss of jobs, financial uncertainties to businesses, especially SMEs, and discourages...",2024-01-25T09:32:10+00:00,negative,0.9547207355499268
Malta Enterprise and Kings College sign pioneering agreement during Start Up Festival,https://maltabusinessweekly.com/malta-enterprise-and-kings-college-sign-pioneering-agreement-during-start-up-festival/24749/,"Malta Enterprise and Kings College have come together in a significant collaboration aimed at enhancing the startup ecosystem, with a collaboration dedicated to founders' mental health and wellbeing. The agreement, formally signed during the Start Up Festival 2023, underscores Malta's commitment...",2024-01-24T08:58:17+00:00,positive,0.9221028089523315
1.6 million passengers travelled between Malta and Gozo in final quarter of 2023,https://maltabusinessweekly.com/1-6-million-passengers-travelled-between-malta-and-gozo-in-final-quarter-of-2023/24738/,"During the fourth quarter of 2023, sea transport between Malta and Gozo registered increases in passengers, vehicles and trips when compared to the corresponding quarter of 2022, data published by the National Statistics Office on Tuesday showed. Between October and December 2023, a total of...",2024-01-23T10:49:39+00:00,positive,0.8993577361106873
"Planning Authority approves second interconnector, calls for offers being published",https://maltabusinessweekly.com/planning-authority-approves-second-interconnector-calls-for-offers-being-published/24723/,"The Planning Authority has approved the permit for the development of Interconnector 2, the second submarine electricity cable between Malta and Italy. Plans for a second interconnector between Malta and Ragusa in Sicily were filed in May 2022 having been announced in July of the year prior by...",2024-01-18T20:47:58+00:00,positive,0.5696312189102173
COP28:  Pope urges end to fossil fuels to avert climate disaster,https://maltabusinessweekly.com/cop28-pope-urges-end-to-fossil-fuels-to-avert-climate-disaster/24718/,"Vanya Walker-Leigh from Dubai, United Arab Emirates Increasing high profile global action by the estimated 1.2 billion Roman Catholics in the world on climate change issues is expected in line with the recent statements and writings by Pope Francis. This will follow the modest outcomes of the...",2024-01-18T20:42:04+00:00,positive,0.8160462975502014
VBL Group’s growth in view of Valletta’s future market potential,https://maltabusinessweekly.com/vbl-groups-growth-in-view-of-vallettas-future-market-potential/24707/,"VBL Group has released its forecasted revenues up to year end 2023, achieving record revenues, delivering year on year growth. In parallel, property yields and overall profitability at Group level is also expected to improve. The results were driven by the effective implementation of the...",2024-01-16T20:58:18+00:00,positive,0.9578366875648499
Water Services Corporation announces €310 million investment plan for the next 10 years,https://maltabusinessweekly.com/water-services-corporation-announces-e310-million-investment-plan-for-the-next-10-years/24693/,"The Water Services Corporation has announced a national investment plan amounting to €310 million, which are to be spent over the next 10 years on several projects. 41% of the total investment derives from EU funds, it was said. During a press conference, Energy minister Miriam Dalli said that...",2024-01-16T13:19:09+00:00,positive,0.6510295867919922
Gozo regional council says exclusion from funding scheme is ‘discriminatory’,https://maltabusinessweekly.com/gozo-regional-council-says-exclusion-from-funding-scheme-is-discriminatory/24691/,"The Gozo Regional Council has labelled the exclusion of Gozo local councils from a particular funding scheme as 'discriminatory'. The Gozo Regional Council, in a statement, drew attention ""to the fact that Gozitan Local Councils have once again been excluded from a funding scheme for the...",2024-01-16T10:13:00+00:00,negative,0.8755020499229431
BYD becomes Official Partner and Official E-Mobility Partner of UEFA EURO 2024,https://maltabusinessweekly.com/byd-becomes-official-partner-and-official-e-mobility-partner-of-uefa-euro-2024/24685/,"BYD, the world’s leading manufacturer of new energy vehicles (NEV) becomes an Official Partner and the Official E-Mobility Partner of UEFA European Football Championship 2024™ (UEFA EURO 2024™). This groundbreaking partnership with UEFA (Union of European Football Associations) marks the...",2024-01-13T10:40:36+00:00,positive,0.8907431960105896
Japan and the EU should not be drawn into a military belt to confront China – Alfred Sant,https://maltabusinessweekly.com/japan-and-the-eu-should-not-be-drawn-into-a-military-belt-to-confront-china-alfred-sant/24678/,In his contribution to a European Parliament plenary debate about a Report on EU-Japan relations former Prime Minister Alfred Sant noted that the 50-year milestone of diplomatic ties between the European Union and Japan is testament to the enduring relationship between the two sides. Their...,2024-01-12T12:51:52+00:00,positive,0.8952829837799072
