headline,date,description,sentiment,sentiment_score
BOV leads the discussion in trade finance,2024-05-28 11:58:00,Bank of Valletta successfully hosted a comprehensive Trade Finance Seminar earlier this month at Giardini Lambrosa in Rabat. This event was designed to provide local businesses and entrepreneurs with...,positive,0.7814057469367981
Atlas Insurance appoints Max Ganado and Marisa Xuereb to its Board of Directors,2024-05-28 11:55:00,"Atlas Insurance is pleased to announce the appointment of Ms Marisa Xuereb and Dr Max Ganado to the Board of Directors of Atlas Insurance PCC Limited, in the role of independent non-executive...",neutral,0.6571670174598694
APS Bank brings Apple Pay to customers,2024-05-28 11:43:00,"APS Bank brings its customers Apple Pay, a safer, more secure and private way to pay. This helps customers avoid handing their payment card to someone else, touching physical buttons or exchanging...",neutral,0.887503445148468
"Communion, creativity, and tenacity",2024-05-28 11:01:00,"""Communion, creativity, and tenacity. Let us consider these essential words, which are relevant for the Church in its permanent state of mission, and especially for our Missionary Societies called to...",neutral,0.7578646540641785
The second edition of PwC Malta's Tech Week leaves a lasting impression on AI & Trust,2024-05-28 10:59:00,"Earlier this month, PwC Malta held its second edition of Tech Week comprising a series of technology-related events aimed at shedding light on the transformative power of Artificial Intelligence (AI)...",neutral,0.8638300895690918
Top-up Melita phone credit via a BOV ATM,2024-05-28 10:34:00,The chances of running out of credit on your mobile phone are now even slimmer as Melita has teamed up with Bank of Valletta to enable customers to top up using one of their 92 ATMs across Malta and...,positive,0.7743384838104248
The Theory of the Leisure Class,2024-05-26 08:00:00,A book by Thorstein Veblen (1857-1929) titled The Theory of the Leisure Class provides a very fascinating analysis into the phenomenon of what the author calls conspicuous consumption and conspicuous...,neutral,0.8907030820846558
Digital tools are key for successful business operations,2024-05-24 12:57:00,Investment in digital tools and skills is fundamental in addressing the twin challenges of talent scarcity and regulatory requirements and is key in enhancing the nation's competitiveness in the years...,positive,0.8401487469673157
Nature Trust and Bank of Valletta unveil ‘What is that Animal?’ – Malta’s first local fauna field gu,2024-05-24 12:06:00,What is that Animal? A Guide to Rescuing Wildlife in the Maltese Islands is the name of the new informative book launched by Nature Trust - FEE Malta in collaboration with Bank of Valletta. The book...,neutral,0.7964752316474915
HSBC Life Malta celebrates first anniversary of Key FIVE Critical Illness Cover product launch with,2024-05-24 12:04:00,"HSBC Life Assurance (Malta) Ltd., recently celebrated the first anniversary of its Key FIVE Critical Illness Cover product, marking the occasion with a special event that highlighted the successful...",positive,0.863611102104187
Teva Malta ramps up investment in clean energy with major photovoltaic systems installation,2024-05-24 12:03:00,"In a significant move towards sustainability and renewable energy, Teva Malta announced the installation of two state-of-the-art Photovoltaic (PV) systems with a combined peak power of 631kWp at its...",positive,0.8604797720909119
WH Partners opens office in Romania in alliance with Simion & Partners,2024-05-24 11:59:00,"WH Partners announces the opening of a new office in Bucharest, Romania. This expansion is the result of a strategic alliance between WH Partners and Bucharest law firm Simion & Partners....",positive,0.7182489037513733
"Offshore renewables, energy storage and green hydrogen production for Malta",2024-05-22 11:38:00,"The Maltese Government's launch of a draft ""National Policy for the Deployment of Offshore Renewable Energy"" for public consultation last year marks an important part of the process towards reaching...",positive,0.6080470681190491
Unlocking startup success: How KPMG can support startups in their journey,2024-05-22 09:57:00,"This year's EU-Startups Summit held on Malta on 9 and 10 May gathered an impressive amount of 2000 attendees, among which were startup enthusiasts, VCs, investors and service providers....",positive,0.5635679960250854
Strengthening EU consultation structures is key for Malta’s Maritime Industry,2024-05-21 15:57:00,"""The EU and its policies are ever so relevant to the Maltese maritime industry particularly at this juncture when an unprecedented focus is being placed on decarbonisation and taxation issues. ...",positive,0.7198160886764526
How the global economy fared following the Russian invasion,2024-05-21 14:19:00,"One may cautiously remark that a disintegration of the old order is visible everywhere. Sanctions are being used four times as much as they were during the 1990s. Start with the European Union,...",neutral,0.8151711821556091
Managing the digital transition during the next EU Term,2024-05-20 11:09:00,"Digitalisation has been and remains a main priority on the EU agenda. During the last five years, a series of legislations were adopted to shape the digital economy. From the Digital Markets Act and...",neutral,0.7876569628715515
Magro Brothers to make €12.5 million investment in Gozo,2024-05-20 10:31:00,"Magro Brothers - well-renowned food processors that operate from the island of Gozo -  intend to make a further investment to develop their industrial complex in Xewkija, Gozo during the period...",positive,0.8189506530761719
The Brewhouse wins Rehabilitation & Conservation award at MASP Awards,2024-05-20 10:17:00,The Brewhouse in Mrieħel by Simonds Farsons Cisk plc with lead architects Ritchie*Studio is the winner of the Rehabilitation & Conservation Award at the Malta Architecture and Spatial...,positive,0.8200118541717529
Malta Bankers’ Association announces upcoming conference on financial crime compliance,2024-05-16 14:44:00,"The Malta Bankers' Association (MBA), in coordination with its Standing Committee on the prevention of Financial and Cyber Crime & Fraud, announced a forthcoming full-day conference titled...",neutral,0.8989416360855103
Maltese engineers selected as finalists for the European Inventor Award 2024,2024-05-16 14:13:00,"Two Maltese people, Tonio Sant, Daniel Buhagiar and their team were selected from 550 candidates and are now finalists in the 'Research' category of the European Inventor Award 2024. ""According...",neutral,0.6654793620109558
BOV celebrates 50th anniversary with enchanting string quartet concert,2024-05-16 09:36:00,"As part of its journey celebrating half a century of service in the communities of Malta and Gozo, Bank of Valletta is thrilled to announce the second in a series of mini concerts featuring a string...",positive,0.676688015460968
iMovo Limited signs MoU with University of Malta to enhance higher education programmes,2024-05-14 15:57:00,"iMovo Limited has announced the signing of a Memorandum of Understanding (MoU) with The University of Malta, marking the beginning of a strategic partnership aimed at enhancing higher education...",positive,0.9387612342834473
Engineers and Healthcare Professionals come together during the 31st Annual Engineering Conference,2024-05-13 10:09:00,"The Chamber of Engineers organised this highly anticipated annual event, proved to showcase a highly topical subject of engineering in healthcare and how both sectors intersect for the benefit of...",positive,0.5391591787338257
