headline,date,time,description,sentiment,sentiment_score
Member states put under pressure on banking union,"June 5, 2013",9:50 pm CET,"A paper on the future of economic policy co-ordination in the European Union and eurozone, jointly issued by France and Germany last week, puts pressure on member states to make progress on proposed banking-union measures this month.",negative,0.7538102269172668
The Latin difference,"June 5, 2013",8:55 pm CET,History teaches us that political systems will collapse if they take on too much debt and try to pay at all costs,neutral,0.9267330765724182
Capital fellow,"June 5, 2013",8:50 pm CET,Andrea Enria – chairman of the European Banking Authority,neutral,0.8967328667640686
Spain’s banking reforms ‘on track’,"June 3, 2013",9:44 am CET,Upbeat assessment of progress since €40bn bail-out.,positive,0.6987993717193604
Member states given more time to cut deficits,"May 29, 2013",10:59 pm CET,Commission recommends economic reforms.Country by country recommendations,positive,0.8759157061576843
New momentum in budget talks,"May 29, 2013",10:51 pm CET,Focus shifts to specific areas of diagreement.,positive,0.8449261784553528
Resolving to end European stagnation,"May 29, 2013",9:30 pm CET,Cleaning up Europe’s banking sector is an essential step on the road to economic recovery,positive,0.6467175483703613
Europe’s troika should grow up,"May 29, 2013",9:25 pm CET,Considering the record – and the future – of the troika of international creditors that is ministering to the EU’s struggling member states,positive,0.7822868227958679
Day in court,"May 29, 2013",8:20 pm CET,"Jens Weidmann, the president of Germany’s Bundesbank, is about to have his two days in court – the German constitutional court, which will hold a hearing on …",neutral,0.7841792106628418
Country by country recommendations,"May 29, 2013",7:10 pm CET,Belgium  “Credible implementation of ambitious structural reforms” to boost growth and achieve durable correction of fiscal imbalances must be presented by October. No effective action has been …,neutral,0.921326220035553
Our crisis should not be the poor’s,"May 26, 2013",1:30 pm CET,Europe’s economic crisis does not justify cutting smart aid for the world’s poorest.,neutral,0.8812927603721619
Commission may expand reporting directive to tax,"May 24, 2013",10:01 am CET,The European Commission is looking to fast-track new rules for more transparency in corporate tax.,neutral,0.9045297503471375
MEPs back tough bank rules,"May 22, 2013",10:59 pm CET,Legislation would protect small-scale depositors.Parliamentary notebookParliament in brief,negative,0.5448161363601685
Growing tension over budget talks,"May 22, 2013",10:57 pm CET,First bids for 2014 expected next week,negative,0.9161254167556763
EU leaders urged to tackle tax evasion,"May 22, 2013",10:35 pm CET,MEPs unite to criticise tax evasion.,neutral,0.5223304033279419
EU summit: minimal progress on tax and energy,"May 22, 2013",1:20 pm CET,EU leaders agree to some movement on tax avoidance and statement of principles on energy,negative,0.8224973678588867
Apple tax avoidance looms over EU summit,"May 22, 2013",3:07 am CET,"EU leaders to discuss tax issues today, with Ireland under pressure over its tax rates.",negative,0.5542196035385132
Balancing the technocrats,"May 19, 2013",5:23 am CET,It is undemocratic that the ECB can set the eurozone-wide inflation target unilaterally.,neutral,0.8751112222671509
Debt without drowning,"May 17, 2013",4:49 am CET,A debt-mutualisation scheme for the eurozone must satisfy three crucial requirements.,neutral,0.9252141118049622
EU clears path to deal on budget for 2014-20,"May 15, 2013",10:52 pm CET,Ministers agree to €7.3bn top-up request for 2013.,neutral,0.7210056781768799
Austria and Luxembourg hold out against tougher tax rules,"May 15, 2013",10:51 pm CET,,positive,0.4490205943584442
Europe’s irrelevant austerity debate,"May 15, 2013",9:05 pm CET,,neutral,0.590546190738678
Trading places,"May 15, 2013",8:30 pm CET,,neutral,0.9168923497200012
Hollande’s sherpa,"May 15, 2013",7:30 pm CET,,neutral,0.8947110772132874
Finance ministers fail to reach deal on tax avoidance,"May 14, 2013",11:55 am CET,,negative,0.8873303532600403
EU finance ministers approve budget top-up,"May 14, 2013",8:44 am CET,,neutral,0.900910496711731
The new sick man of Europe,"May 14, 2013",1:40 am CET,"Faith in the European Union is at an all-time low, and there are precious few signs of that changing.",neutral,0.8361685872077942
Finance ministers remain cautious on Slovenia,"May 13, 2013",5:18 pm CET,Olli Rehn says Slovenian government has “no time to waste” in reforming economy.,negative,0.6006624698638916
Budget talks start,"May 13, 2013",10:48 am CET,Long-delayed negotiations on the EU’s budget for 2014-20 get underway in Brussels.,neutral,0.9263381361961365
Schäuble says treaty change needed to support EU banking rules,"May 13, 2013",5:21 am CET,"EU bank resolution authority needs a ‘sold legal base’, says German finance minister.",positive,0.6500219106674194
Two-stage approach ends stalemate on budget talks,"May 7, 2013",10:58 pm CET,Negotiations scheduled to start on Monday and Ireland seeking agreement by the end of June.,negative,0.5619104504585266
Slovenia’s economic reform plans to be put to the test,"May 7, 2013",10:57 pm CET,Government urged to cut its budget deficit.,neutral,0.7813510298728943
Commission to extend deadlines for deficits,"May 7, 2013",10:56 pm CET,Rehn pessimistic about France’s economy.Doom and gloom in the eurozoneCauses for concern,negative,0.553535521030426
A share of the wealth,"May 7, 2013",8:40 pm CET,"The European Union imposes greater levels of tax on its citizens and businesses than do most other areas of the world, writes Ian Wishart.",neutral,0.9044690132141113
A fateful mistake,"May 7, 2013",8:35 pm CET,Continuing to discredit austerity could cause long-term damage to the case for fiscal responsibility,neutral,0.6672568321228027
Causes for concern,"May 7, 2013",6:10 pm CET,"France The European Commission forecasts that the stagnation of the French economy will continue this year, with gross domestic product (GDP) decreasing by 0.1% over the course …",neutral,0.8293617963790894
Way forward agreed on budget talks,"May 7, 2013",2:36 am CET,"Breakthrough in three-way talks on long-term budget, but member states continue fighting over additional funds for 2013 budget.",positive,0.7094812393188477
Commission lowers economic forecast,"May 3, 2013",10:53 am CET,"France, Spain and the Netherlands expected to be given more time to reach deficit targets.",negative,0.667338490486145
ECB cuts interest rates to record low,"May 2, 2013",9:52 am CET,Mario Draghi says that first rate cut since July will help eurozone to recover “later in the year”.,negative,0.8424695134162903
British tax havens take steps to end bank secrecy,"May 2, 2013",7:21 am CET,"Overseas territories agree to automatic exchange of information with France, Germany, Italy and Spain.",neutral,0.4831843078136444
Letta pleads for growth,"May 2, 2013",4:14 am CET,Italy’s new prime minister calls for a shift to stimulus on his first trip abroad.,neutral,0.8412002325057983
Council prepares for truce with MEPs on EU budget,"May 1, 2013",11:01 pm CET,"Two sides are intensifying negotiations on the 2013 budget, regarded as a precondition for talks on the longer-term budget.",neutral,0.8265655636787415
Big banks’ tall tales,"May 1, 2013",10:00 am CET,Policymakers believe that orderly resolution of global mega-banks is an illusion; we should all worry.,neutral,0.682564914226532
EU needs Letta to keep Italy on the right path,"May 1, 2013",2:40 am CET,Enrico Letta needs to earn his place at the EU’s top table.,neutral,0.5938748717308044
Spring expected to stay gloomy as economic forecasts are released,"April 30, 2013",9:50 pm CET,EU softening approach to fiscal consolidation,negative,0.5800403356552124
Letta to request more time to meet EU fiscal targets,"April 30, 2013",9:25 pm CET,Enrico Letta to meet EU leaders in Brussels,positive,0.8085173964500427
Barnier aims to give every EU citizen the right to a basic bank account,"April 30, 2013",9:10 pm CET,It is estimated that around 56 million people in the EU above the age of 15 do not have a bank account.,neutral,0.8687067031860352
The ties that bind are dissolving,"April 30, 2013",8:40 pm CET,Austerity policies are allegedly undermining the European Union. In reality fragmentation is a bigger threat than austerity.,neutral,0.5308655500411987
Bundesbank criticises ECB bond plans,"April 26, 2013",7:50 am CET,"In legal opinion, Germany’s central bank attacks eurozone rescue measures.",negative,0.9188270568847656
ECB under pressure to cut interest rates,"April 24, 2013",11:02 pm CET,Annual inflation at its lowest level since 2010.,negative,0.8598279356956482
Clarification required on financial transaction tax,"April 24, 2013",10:55 pm CET,,neutral,0.943536639213562
Ministers to discuss contracts to boost growth,"April 24, 2013",10:45 pm CET,,neutral,0.7786507606506348
Is Slovenia en route to a banking sector bail-out?,"April 24, 2013",9:05 pm CET,,negative,0.6890007853507996
Can a major bank really be allowed to fail?,"April 24, 2013",8:50 pm CET,,neutral,0.7173834443092346
Europe in depression?,"April 24, 2013",8:40 pm CET,,negative,0.626388669013977
Member states angered by budget top-up request,"April 17, 2013",11:01 pm CET,,negative,0.9522440433502197
Crackdown on secret accounts,"April 17, 2013",10:59 pm CET,Commission attempts to revise savings directive.Fekter defiant over bank rulesVan Rompuy puts tax evasion on summit agendaOsborne under pressure over islands’ tax statusMinisters join forces to tackle tax evasionA long and bitter struggle,negative,0.6140146255493164
Funding crisis for Europe’s SMEs threatens recovery,"April 17, 2013",8:55 pm CET,"Credit continues to contract, starving the small and medium-sized businesses that are vital to the European recovery.",negative,0.947576105594635
The French re-connection,"April 17, 2013",8:05 pm CET,"Control of the European Economic and Social Committee is being returned where it belongs – to the hands of the French. The EESC, which was modelled in …",neutral,0.8778468370437622
The French re-connection,"April 17, 2013",8:05 pm CET,"Control of the European Economic and Social Committee is being returned where it belongs – to the hands of the French. The EESC, which was modelled in …",neutral,0.8778468370437622
A long and bitter struggle,"April 17, 2013",7:14 pm CET,The European Union has been disputing the terms of proposals to tax income from cross-border investments for almost 25 years. The length of that struggle and the …,neutral,0.5414131879806519
